id,text,rating,category,product_name,product_id,sold,shop_id,url
272,barang dah sampai tapi salah tafsir tak pikir 10mm utk lebarnya ternyata kecil sudahlah bisa buat lain thx,3,pertukangan,Isi / Refill Staples / Stapler Tembak / Steples / Gun Tacker 10mm,55221811,67,452241,https://www.tokopedia.com/cgrtools/isi-refill-staples-stapler-tembak-steples-gun-tacker-10mm
280,produk tidak sesuai order prohex dikirim ini,2,pertukangan,Isi Staples Gun / Isi Gun Tacker Model Taiwan 6 mm x 11 mm PROHEX,185025248,118,828267,https://www.tokopedia.com/danstools/isi-staples-gun-isi-gun-tacker-model-taiwan-6-mm-x-11-mm-prohex
295,barang cocok dengan harapan ,3,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun
316,brg sdh diterima ,2,pertukangan,Isi Refill Staples Jok Kulit Motor / Staple Gun,139363396,90,1409714,https://www.tokopedia.com/megalaris/isi-refill-staples-jok-kulit-motor-staple-gun
318,blom kpake ccocok ama pluru nya trnyata,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
320,terimakasih ,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
334,sesuai gambar sesuai kualitas dengan harga,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
340,bad response ada jawaban setiap tanya sangat sangat silent seller,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
342,respon kurang cepat lain kali respon agak cepat thanks,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
350,lumayanlah buat dekorasi semoga awet ,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
351,harap informasi isi staples bagaimanakah cocok ,3,pertukangan,Gun Tacker / Staples Tembak/ Staples Jok KANTYU,131561673,102,480030,https://www.tokopedia.com/gudangunik/gun-tacker-staples-tembak-staples-jok-kantyu
399,good response recomended seller tapi barangnya kurang bagus ,3,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,68341458,163,969587,https://www.tokopedia.com/cariperkakas/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
406,tidak bisa buat masang jok gak pake,2,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,68341458,163,969587,https://www.tokopedia.com/cariperkakas/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
443,brg sdh pai dan dicoba sdh ,3,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,68341458,163,969587,https://www.tokopedia.com/cariperkakas/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
473,barang kurang bagus kadang staples keluar agak kurang bagus,3,pertukangan,Staple Gun / Staples Tembak / Staples Jok / Hekter MOLLAR 3 in 1,207742987,65,847454,https://www.tokopedia.com/perkasatangguh/staple-gun-staples-tembak-staples-jok-hekter-mollar-3-in-1
537,pengiriman kemarin terhambat ,3,pertukangan,GUN TACKLER ALAT HEKTAR TEMBAK STAPLES TEMBAK 3 IN 1 STEPLES STAPEL,283978662,68,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-alat-hektar-tembak-staples-tembak-3-in-1-steples-stapel
547,cukuppppppppppppppp ,3,pertukangan,isi staples tembak 8mm 5000 pcs / isi steples 8 mm f1008,67049824,137,296522,https://www.tokopedia.com/belawashop/isi-staples-tembak-8mm-5000-pcs-isi-steples-8-mm-f1008
575,barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi patah semua tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman semoga kedepan dapat ditingkatkan lagi,3,pertukangan,Paku Tembak - Isi Staples Gun Pneumatic F30,189751447,61,264611,https://www.tokopedia.com/untungteknik/paku-tembak-isi-staples-gun-pneumatic-f30
673,ukuran mak tertulis product 14mm faktanya 8mm ,3,pertukangan,staples tembak HOMASTER / steples tembak / staple gun BONUS ISI 600pcs,89084141,363,1102298,https://www.tokopedia.com/cahayabelawa/staples-tembak-homaster-steples-tembak-staple-gun-bonus-isi-600pcs
681,pesan homaster kenmaster yang dikirim isi staples dikirim ternyata tidak cocok utk staplesnya parrahnya lagi isinya gak ada jual kota saya nyesel beli disinu ,3,pertukangan,staples tembak HOMASTER / steples tembak / staple gun BONUS ISI 600pcs,89084141,363,1102298,https://www.tokopedia.com/cahayabelawa/staples-tembak-homaster-steples-tembak-staple-gun-bonus-isi-600pcs
685,maaf baru bisa ngasih ulasan barang sdh diterima dengan baik cuma kalau dipake benda keras kurang nancap walaupun sudah diseting tapi oklah ,3,pertukangan,staples tembak HOMASTER / steples tembak / staple gun BONUS ISI 600pcs,89084141,363,1102298,https://www.tokopedia.com/cahayabelawa/staples-tembak-homaster-steples-tembak-staple-gun-bonus-isi-600pcs
722,tembakan nya mantap lah lain kali cek dulu gan jual isi ulang staplesnya biar sesuai dengan tembakannya agan kirim saya isi ulangnya sesuai sekali tembak keluarnya staples ,3,pertukangan,staples tembak HOMASTER / steples tembak / staple gun BONUS ISI 600pcs,89084141,363,1102298,https://www.tokopedia.com/cahayabelawa/staples-tembak-homaster-steples-tembak-staple-gun-bonus-isi-600pcs
732,tampak fisik belum sempat dicoba ,3,pertukangan,staples tembak HOMASTER / steples tembak / staple gun BONUS ISI 600pcs,89084141,363,1102298,https://www.tokopedia.com/cahayabelawa/staples-tembak-homaster-steples-tembak-staple-gun-bonus-isi-600pcs
826,barang datang cacat gak bisa gunakan harusnya sblum kirim coba dulu,1,pertukangan,Staple Staples Steples Gun Tembak Kenmaster Gun Tacker 4 6 8mm,213653744,122,1461393,https://www.tokopedia.com/timurjaya46/staple-staples-steples-gun-tembak-kenmaster-gun-tacker-4-6-8mm
828,barang cacat bos sampai sini ,3,pertukangan,Staple Staples Steples Gun Tembak Kenmaster Gun Tacker 4 6 8mm,213653744,122,1461393,https://www.tokopedia.com/timurjaya46/staple-staples-steples-gun-tembak-kenmaster-gun-tacker-4-6-8mm
842,powernya agak kurang dibanding sdh saya punya gpp emang harganya beda ini bisa jadi cadangan thanks,3,pertukangan,Staple Staples Steples Gun Tembak Kenmaster Gun Tacker 4 6 8mm,213653744,122,1461393,https://www.tokopedia.com/timurjaya46/staple-staples-steples-gun-tembak-kenmaster-gun-tacker-4-6-8mm
858,berfungsi dngn baik ,3,pertukangan,STAPLE GUN MOLLAR 3 WAY TACKER - STAPLES JOK TEMBAK HEKTER,288306960,148,1477109,https://www.tokopedia.com/juraganperkakas/staple-gun-mollar-3-way-tacker-staples-jok-tembak-hekter
865,"kecewa baru dipakey isiya kluar sampai buah
dipapan nggak nempel",1,pertukangan,STAPLE GUN MOLLAR 3 WAY TACKER - STAPLES JOK TEMBAK HEKTER,288306960,148,1477109,https://www.tokopedia.com/juraganperkakas/staple-gun-mollar-3-way-tacker-staples-jok-tembak-hekter
893,barang cukup memuaaskan lain kali beli lagi,3,pertukangan,STAPLES TEMBAK MANUAL GUN TACKER RAPIDE R23 R-23,33299012,113,262877,https://www.tokopedia.com/semangatteknik/staples-tembak-manual-gun-tacker-rapide-r23-r-23
945,barang kurang bagus pengiriman pakai pos lama sekali ,2,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
976,barang sdh saya trima tapi pusing carinya,3,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
1015,hasil staples tidak rapat pada bidang mungkin dapat produk cacat hadeeuh,1,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
1021,barang cukup bagus respon bagus tapi gak ada manualnya gan sdh gunakan utk paku tipe brad nail cara pasangnya gmn selipin dipinggir aja bisa berfungsi gak bisa dikeluarin sisanya akhirnya tembakin sampe abis aja hatur nuhun ,3,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
1042,barangnya sudah sampe sesuai dengan gambar dan quality sesuai dengan harganya haturnuhun,3,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
1050,barang standart biasa aja kurang good ,2,pertukangan,Staples Gun Tacker Mollar 3 in 1 / Staple Jok Tembak Hekter 3 Way,221298191,408,1114588,https://www.tokopedia.com/indahjayatools/staples-gun-tacker-mollar-3-in-1-staple-jok-tembak-hekter-3-way
1074,barangnya rusak kecewa berat,1,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,225536821,85,537844,https://www.tokopedia.com/samudrabauteknik/staple-gun-serbaguna-mollar-staples-tembak-bonus-isi-hekter-3-in-1
1095,barang sudah diterima dgn selamat ,3,pertukangan,STAPLE GUN SERBAGUNA MOLLAR STAPLES TEMBAK BONUS ISI HEKTER 3 IN 1,225536821,85,537844,https://www.tokopedia.com/samudrabauteknik/staple-gun-serbaguna-mollar-staples-tembak-bonus-isi-hekter-3-in-1
1117,sesuai harga saat menembak harus ditekan dengan keras,3,pertukangan,GUN TACKLER 3IN1. ALAT HEKTAR TEMBAK. STAPLES TEMBAK 3 IN 1 MOLLAR,251025105,90,2778007,https://www.tokopedia.com/hendrateknik/gun-tackler-3in1-alat-hektar-tembak-staples-tembak-3-in-1-mollar
1137,pesanan sudah sampai bos kualitas produk sesuai dgn harga kalau untuk ukuran paku 30ml tendangan kurang kencang tks,3,pertukangan,Gun Nailer TM30 BITEC Staples I / Mesin Paku Tembak Listrik nail gun,298015067,61,231740,https://www.tokopedia.com/rumahbajukita/gun-nailer-tm30-bitec-staples-i-mesin-paku-tembak-listrik-nail-gun
1193,terimakasih barang sudah sampai mudah2an awet tadi dah dicoba tapi sekali keluar langsung dua ,3,pertukangan,Staples Gun Tacker 4-14mm 3in1 3 in 1 MURAH,105222209,57,311561,https://www.tokopedia.com/kjwshop/staples-gun-tacker-4-14mm-3in1-3-in-1-murah
1195,barang sudah sampai terima kasih,3,pertukangan,Staples Gun Tacker 4-14mm 3in1 3 in 1 MURAH,105222209,57,311561,https://www.tokopedia.com/kjwshop/staples-gun-tacker-4-14mm-3in1-3-in-1-murah
1236,hshs gags habsb jsb,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1244,beli tdk dipakai semua,1,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1246,straples nya dipake udh dicoba berkali2 bwt pasang jaring nyamuk straples ditembak dibahan triplek aja nembus udh itu harus diketok2 palu lgi ,1,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1254,semoga bisa pake dan awet,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1262,mungkin karena harga juga jadi susah dipake hehe staplesnya gak nancep sampe oenuh ,2,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1286,sebanding dengan harganya sih agak susah dipakainya,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1296,barang tiba dgn cepat dan tepat kasih isi extra penjual rekomendasi thank gan,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1300,terima kasih gan brang dah nyampai rumah moga tambah sukses,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1310,terima kasih barangnya sudah keterima,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1318,barang sdh diterima kok bautnya gak ada menahannya sering copot ,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1327,lumayan lah ,3,pertukangan,Staple/Stapel/Straples/Staples Nail &amp; paku tembak GUN / NAIL GUN,78773158,207,1371033,https://www.tokopedia.com/totalteknik/staplestapelstraplesstaples-nail-paku-tembak-gun-nail-gun
1363,lumayan ,3,pertukangan,staples tembak staple gun tacker staples jok motor 3 in 1 bonus refill,245831770,68,231740,https://www.tokopedia.com/rumahbajukita/staples-tembak-staple-gun-tacker-staples-jok-motor-3-in-1-bonus-refill
1396,barang sudah diterima sesuai pesanan proses dari order sampai pengiriman paket expedisi lumayan cepat dan diterima sesuai jadwal walaupun pakai expedisi yang murah tapi tidak murahan wahana trims sukses selalu untuk semua ,3,pertukangan,BESAR KENMASTER Staples Tembak Gun Staple Kenmaster 4 -14 mm Jok,264912965,57,1461393,https://www.tokopedia.com/timurjaya46/besar-kenmaster-staples-tembak-gun-staple-kenmaster-4-14-mm-jok
1398,makasih mas barang nya sdh sampai,3,pertukangan,BESAR KENMASTER Staples Tembak Gun Staple Kenmaster 4 -14 mm Jok,264912965,57,1461393,https://www.tokopedia.com/timurjaya46/besar-kenmaster-staples-tembak-gun-staple-kenmaster-4-14-mm-jok
1402,udh terima barangnya sesuai harga lah ,3,pertukangan,BESAR KENMASTER Staples Tembak Gun Staple Kenmaster 4 -14 mm Jok,264912965,57,1461393,https://www.tokopedia.com/timurjaya46/besar-kenmaster-staples-tembak-gun-staple-kenmaster-4-14-mm-jok
1412,paket sesuai pesanan pengiriman lebih cepat barang sesuai dgn harga ,3,pertukangan,BESAR KENMASTER Staples Tembak Gun Staple Kenmaster 4 -14 mm Jok,264912965,57,1461393,https://www.tokopedia.com/timurjaya46/besar-kenmaster-staples-tembak-gun-staple-kenmaster-4-14-mm-jok
1426,barang udah sampe dan sesuai dengan ada iklan ,3,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1427,barang udah diterima namun isi staples susah dicari dipasaran karna ukuran tanggung ,3,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1433,gagal ,1,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1468,ggdjkkjfkghfyhdjhugfvkchzndfjhadfafhjkkiutff,1,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1474,produk yang datang memang sesuai dengan harga yang ditawarkan dan semoga produk ini dapat menambah performa kerja saya pelayanan seller sangat memuaskan cepat dan akurat ,3,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1478,barang sudah sampai kualitas ,3,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1489,thanks ,3,pertukangan,Hekter Tembak / Staples / Guntacker,11888855,175,88752,https://www.tokopedia.com/suryanusantara/hekter-tembak-staples-guntacker
1497,tidak cocok dengan yang ,3,pertukangan,Anak / Isi Hekter Tembak,11889052,107,88752,https://www.tokopedia.com/suryanusantara/anak-isi-hekter-tembak
1499,kurang bagus bahannya karena macet saat dipakai,3,pertukangan,Anak / Isi Hekter Tembak,11889052,107,88752,https://www.tokopedia.com/suryanusantara/anak-isi-hekter-tembak
1538,setelah coba tidak menancap sempurna atau mungkin karena dicoba tempat lumayan keras ,3,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,17741002,126,154386,https://www.tokopedia.com/e-shop2wheel/3-in-1-staple-stapel-straples-staples-streples-nail-paku-tembak-gun
1542,prodak sesui pngiriman agak lama tingktkan lagi keceptan pngiriman,3,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,17741002,126,154386,https://www.tokopedia.com/e-shop2wheel/3-in-1-staple-stapel-straples-staples-streples-nail-paku-tembak-gun
1549,seller tidak komunikatif niatnya pake instant courier biar segera sampai barang dikirim hari kemudian tanpa kabar sama sekali ditanya berani balas udah ngajuin pembatalan tetep aja dikirim tanpa dosa semoga ada lagi buyer dapet perlakuan kyk gini,1,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,17741002,126,154386,https://www.tokopedia.com/e-shop2wheel/3-in-1-staple-stapel-straples-staples-streples-nail-paku-tembak-gun
1561,belum coba mudah2an sesuai harapan,3,pertukangan,3 in 1 Staple Stapel Straples Staples Streples Nail paku tembak GUN,17741002,126,154386,https://www.tokopedia.com/e-shop2wheel/3-in-1-staple-stapel-straples-staples-streples-nail-paku-tembak-gun
1617,thanks gan barang udah trima dan berfungsi baik fast respon sisany biar bntang bicara,3,pertukangan,"Staples / Stapler Tembak / Gun Tacker 4mm, 6mm, 8mm",50221613,53,452241,https://www.tokopedia.com/cgrtools/staples-stapler-tembak-gun-tacker-4mm-6mm-8mm
1618,barang nya kayak bekas gan tapi pengiriman ceoat,2,pertukangan,"Staples / Stapler Tembak / Gun Tacker 4mm, 6mm, 8mm",50221613,53,452241,https://www.tokopedia.com/cgrtools/staples-stapler-tembak-gun-tacker-4mm-6mm-8mm
1653,pengiriman cepat respon pedagan baik barang terlihat kuat kokoh premium sayang sering jumping klo pakai mengarah atas ,3,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1686,pelayanan baik kualitas dan ketepatan waktu memuaskan,3,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1761,barang bagus kokoh mantap digenggaman dan benar heavy duty khusus utk isi staple dgn lebar jarak kaki 10mm bukan utk diisi dgn staples biasa ada fitur quick jam release krn dlm 30x nembak ada saja sekali dua kali nge jam tapi sekali nembak kayu keras bakalan susah mencabut staple nya ,3,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1765,buat staples langit2 kok sering ngejam yak trus gantungannya itu sering jadi ngeganjel gitu btw barangnya sesuai pesanan terimakasih gan ,3,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1769,barang ada gak sesuai sama buset lama banget dikirimnya kapok,1,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1788,ytthhjjiuyfcdrhnnnnkkkkkook9uwvxu9dvwigdwbixbwixbaibxiwbxwiwdv,3,pertukangan,Staple Gun 3 Way Homaster Heavy Duty / Staples Tembak,19337557,417,580197,https://www.tokopedia.com/hmhhardware/staple-gun-3-way-homaster-heavy-duty-staples-tembak
1838,sepatu sesuai dengan harganya,3,fashion,Sepatu Sneakers Adidas Swift Run Harian Running Pria Cowo Grade Ori,363833137,69,52614,https://www.tokopedia.com/ojarr/sepatu-sneakers-adidas-swift-run-harian-running-pria-cowo-grade-ori
1839,ini ukurannya normal kayak kebanyakan ukuran sepatu yang ada pasaran ukurannya agak kecil2 ,3,fashion,Sepatu Sneakers Adidas Swift Run Harian Running Pria Cowo Grade Ori,363833137,69,52614,https://www.tokopedia.com/ojarr/sepatu-sneakers-adidas-swift-run-harian-running-pria-cowo-grade-ori
