text,rating,label
barang bagus packing kurir ramah,5,True
mantapppp banget,5,True
produk sesuai bagus thanks,5,True
php bilang skripsi beda mubajir rp50 000 cocok,1,False
terima kasih moga manfaat,5,True
barang sesuai gambar terima kondisi,5,True
trmksih juragan kerjasamanya,5,True
keren produk mantaps,5,True
barang sesuai syn gambar,4,False
barang bagus packing rapi pokok top bgt,5,True
,5,True
sesuai detail produk,5,True
barang cepat coba besok coba testi thx,5,True
fast respon barang sesuai gambar,3,False
barang bagus kirim cepat recomended,5,True
barang nyampek trimakasih,4,False
barang terima sesuai,5,True
cepet respon pagi siang udh sampe,5,True
mantab cepat kirim pesan pagi siang dteng barang bagus thx,5,True
trimsssssss,5,True
barang bagus kirim cepat,5,True
terima respon cepat,4,False
terimakasih barang cepat sesuai orde,5,True
layan muas,4,False
barang cepat mkash,4,False
recsell,4,False
keren bagus,5,True
barang sesuai gambar packing rapihlah kirim standar harga jangkau terima kasih,5,True
coba klo bintang,4,False
recomended seller moga awet,5,True
barang oke terima kasih,3,False
barang bagus fungsi dgn,5,True
barang,5,True
barang terima kirim cepat terima kasih,5,True
mantap tackernya,5,True
gooooooooooooooooooood,5,True
seller merespon cepat proses kirim cepat barang dipacking rapi kualitas bnib stapler jenis ukur,5,True
sesuai deskripsi lumayan,3,False
barang jelek copot tmpat taro,2,False
,5,True
barang sampe cepat rapi respon jual,5,True
barang terima kondisi bagus test terimakasih,5,True
produk bagus respon cepat,5,True
terima kasih seller barang teliti mohon tukar resi dgn,3,False
mantap rekomen seller barang bagus,5,True
barang sesuai deskripsi kirim cepat thanks,5,True
delivery cepat packing rapih produk sesuai deskripsi gambar trims,5,True
barang coba lancar jaya thanks seller,5,True
mantaps brng sesuai cepat responnya,5,True
barang sesuai gambar respon jual cepat,5,True
barang terima sesuai spek,5,True
barang sesuai gambar,5,True
barang terima thank,5,True
terimakasih barang,5,True
barang sudaj tks,5,True
respon cepat kirim cepat tes kualitas barang trims,5,True
terimakasihhhhhhh,5,True
barang sdh dterima dgn trima kasih,5,True
barang terima bagus packing rapih makasih layan,5,True
barang bahan kokoh sptnya tes kayu nempel kuat untung dapet bonus trims,4,False
packing rapih barang sesuai pes,5,True
mantap ajib top joss,5,True
kirim packaging bagus sesuai foto deskripsi staple berat dipake,4,False
oke sesuai pesan,5,True
makasih barang sesuai,4,False
barang bagus beli kira2 toko jual,5,True
trims yaaa barangx sdh,5,True
barang sesuai coba makasih tokopedia,5,True
packing bagus barang sesuai skripsi,3,False
mantab fast respon,5,True
barang coba,5,True
baguuuus sesuai deskripsi gambar coba moga,5,True
produk kuat,5,True
beli staples jual pake ckckck,1,False
bagusbanget,5,True
terimakasih barang,3,False
puas pis cepet pis,5,True
barang bagus sesuai deskripsi packing rapi kirim cepat moga sukses tks,5,True
kirim sampe makasih,4,False
barang sesuai pesan,5,True
barang sdh dgn cepat sdh coba hasil sukses boss,5,True
sesuai gambar blm coba moga muas thanks,4,False
barang bagus atom,3,False
cepat responnya good job thanks,5,True
terima dlm trims,5,True
terima kasih thank you danke gracias kittos syukron,5,True
brg sesuai gambar layan oke,5,True
barang sdh,4,False
barang terima,4,False
barang sesuai gambar kemas kirim cepat terima kasih,5,True
barang sesuai deskripsi lambat kirim moga berkah,4,False
sesuai dgn deskripsi foto cocok ajar rekomendasi toko rumah baju belanja komitmen dgn bicara dichat bayar barang proses kirim kirim pos indonesia sesuai kirim pilih puas layan,5,True
good product mantab jaya recomended seller,5,True
produk mantab layan cepat terimakasih,5,True
barang sesuai deskripsi tolong paking kasih lakban biar paku cecer dimana2 kotak robek,4,False
barang sesuai deskripsi bagus moga awet thx,5,True
packing recommended seller barang sesuai pesan,5,True
bagus pesan toko,5,True
mantap bagus,5,True
review packaging produk jual packaging rapi pakai double bubble balut karton tebal produk kualitas harga standar kualitas juara tajam ujung paku tajam mudah paku tembus jual ramah layan puas beli barang ancur parah ekspedisi komplain coba diskusi jual hasil muas jual kirim ulang barang rusak jamin pribadi kalo toko berani saing sisi harga recommended seller,5,True
respon kirim cepat barang oke good seller,5,True
kirim cepat packing rapi barang sesuai dgn deskripsi,5,True
bagus bagus bagusksksnsnjsjjsksmmsms,5,True
respon kirim cepat barang bagus,5,True
selamat barang fungsi normal paket lengkap,5,True
recomended seller respon cepat packing mantap barang pesan buble wrap josss,5,True
produk,5,True
kualitas okey makasih barang sesuai deskripsi,5,True
mantab joos kendala cepat packingnya kemas produk mulus top pkoknya sukses,5,True
barang sesuai deskripsi kirim cepat pake barang bagus mantap dahh pokok thanks,5,True
barang sesuai pesan respon kirim cepat good seller,5,True
barang sesuai posting siip,5,True
fungsi kirim respon cepat,5,True
barang sesuai gambar kirim cepat respon seller,5,True
recommended seller,5,True
barang bagus respond cepat,5,True
barang sesuai order respon kirim cepat,4,False
terima kasih barang nay,4,False
bagusssssssssssss mksh,5,True
air nailer thanks recommended seller,5,True
oke sip dinpake mantap,5,True
makasih juragan,4,False
mantab salam ningrat,5,True
best best best jual bner best,5,True
barang sesuai pesan packing rapi,4,False
mantap barng oke cepat,4,False
mkasih bnyak barang sesuai harga miring kualitas baguss sukses,5,True
alhamdulillah paket sdh respon layan cepat recommended deh mksh bos,4,False
barang sesuai pesan kalok tambahin bonus staples,4,False
produk bagus susah produk sesuai deskripsi pakai mantul moga awet terima kasih,5,True
terima kasih paket terima,3,False
jual steples,5,True
barang bagus respon cepat maaf ulas lambat,4,False
barang terima,4,False
makasih barang smpai,4,False
barang packing rapih terimakasih,4,False
alhamdulillah barang sdh terima dgn pesan cepat sesuai harap proses kirim mantap,4,False
paket terima terima kasih layan,5,True
barang udh nyampe tks sukses house sparepart,5,True
barang bingung krn tdk pakai tulis bahasa china,4,False
ngirim barang periksa kondisi barang layak loh karat,1,False
item packing delivery speed also prima thanks,5,True
trima kasih sdh dtrima dgn,5,True
kirim cepat packing staples karat beli box,3,False
makasih juragannnnnnnnnnnnn,5,True
puaasss barang terima,5,True
terima kasih barang terima,5,True
paket cepat barang sesuai gambar,4,False
makasih agan barang cepet mulus recommended seller deh next order,5,True
barang ssesuai gambar kirim cepat,5,True
jugaaa okeeeh,4,False
barang cepet terima kasih,4,False
karat produk sesuai gambar,3,False
refillnya karat lumayan,4,False
steplessnya sdh sdh karat,4,False
terima kasih barang terima recommended seller,5,True
barang sampe kirim cepat,5,True
barang tafsir pikir 10mm lebar thx,3,False
siiip,4,False
respon cepat barang sesuai thx,4,False
terima kasih barang terima,4,False
terima kasih barang kirim lambat pesan bayar tgl tgl jakarta jakarta efek libur nasional jumat minggu yah,4,False
maaf sempet ksh ulas brg udh terima mksh,5,True
barang sesuai gambar slow respon thx,4,False
sip mantap makasih,5,True
produk sesuai order prohex kirim,2,False
barang oke packing proses kirim cepat trims,5,True
sdh terima thank you,5,True
barang sdh selamat packing rapih,4,False
okeh sip terima kasih,4,False
fast respon harga murah good recomended seller deh,5,True
barang bagus lumayan,4,False
clear described recommended seller aaaa,5,True
produk bagus jual recommended,5,True
okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,True
thx pesan udh sampe recommended seller,5,True
terimakasih,5,True
mantul fast respon kaya,5,True
terima kasih barang terima moga mantap order,5,True
cari barang bagus,5,True
barang cocok harap,3,False
terimakasih barang,4,False
beli kualitas lumayan,4,False
barang sesuai deskripsi,5,True
mantap laah harga murmer,4,False
sesuai deskripsi kirim cepat,4,False
trimaksh brang dgn utuh,5,True
lumayan cocok harga,4,False
mantab,5,True
mantap,4,False
barang ane pakai mbenerin kursi,5,True
kirim sesuai pesan,4,False
sampe makasih,4,False
recomended seller thanks,5,True
pesan terima kasih,5,True
barang terima sesuai pesan thx,5,True
biar bintang bicara,5,True
,4,False
fast respont best seller,5,True
barang bagus sesuai pesan thx,5,True
sesuai pesan proses cepat tahan,5,True
brg sdh terima,2,False
good seller sukses,5,True
blom kpake ccocok pluru trnyata,3,False
moga awet,4,False
terimakasih,3,False
terima kasih,5,True
barang sesuai harga fungsi,4,False
pesan sesuai gambar kirim cepat makasih,4,False
thnks barang sesuai foto mudah2han awet nih blm coba karna blm,5,True
barang sdh coba moga pakai awet thank seller,5,True
barang bagus packing rapi,4,False
barang sesuai gambar barang bagus murah murah,4,False
barang sdh ditrima fungsi manteb,5,True
thanks thanks thanks thanks,4,False
sesuau pesan moga awet thx,5,True
barang sesuai pesan mantapp,5,True
bngung staples tembak ukur nomer,4,False
barang barang terima kasih,4,False
sesuai gambar sesuai kualitas harga,3,False
alat bagus jalan normal bahan bagus layan,5,True
siiip barang tengkyu,5,True
mantap,5,True
thanks bgt suka bgt barang sesuai good quality,5,True
brg kualitas brg sesuai harga thanks,5,True
bad response silent seller,3,False
tks,4,False
respon cepat respon cepat thanks,3,False
bagus kirim rekomen,5,True
barang sesuai pesan mantafffffffff,4,False
super ribet cepet stok order proses sampe mantap barang murah murah joss recommended seller,5,True
sesuai pesan,4,False
bagus cepat barang oke,5,True
barang terimakasih next time order,5,True
makasih kirim sampe,4,False
lumayan dekorasi moga awet,3,False
harap informasi staples cocok,3,False
okelahh sesuai dgn deskripsi,5,True
puas thx,5,True
produk sesuai deskripsi foto packing kirim rapicepat mantap sukses terimakasih,5,True
cepet bgt nyampe order 4hari 1hari sampe,5,True
produk sesuai deskripsi kirim cepat,5,True
barang kualitas bagus coba pakai harap,5,True
produk sesuai gambar mantap,5,True
mantap alatny jepret tancap pokokny recommended,5,True
thanks barang sampe,4,False
original sesuai foto bagus mantap,5,True
barang bagus sesuai pesan,5,True
babut bagus belanja barang sesuai gambar otak,5,True
asli rapide respon seller cepat,5,True
produk sesuai deskripsi,5,True
cepet abieasssssss gannnnnn,5,True
cepet recomend,5,True
terima moga awet barang,4,False
recomemded seller,5,True
terima kasih,5,True
kirim cepat packing rapi,5,True
sesuai maaf konfirmasi fast respon,5,True
recomsel,5,True
bagus fungsi,4,False
barang terima sesuai order,4,False
respon cepat packing rapi makasih yaaa,5,True
produk cepet bgt sesuai gambar jual ramah trimakasih sukses,5,True
kirim cepat barang sesuai deskripsi terima kasih,5,True
paket mantab pakai hasil muas recomended nih order,5,True
barang sesuai harap,4,False
alhamdhulillah pesan cepat kualitas barang oke banget muas,5,True
barang selamat packing rapih pake buble kirim cepat top,5,True
barang sesuai deskripsi response seller cepat,5,True
barang cepat pesan sabtu minggu sesuai harap tks,4,False
barang kualitas,5,True
barang baguuuus kirim cepat,5,True
terimakasih,5,True
lumayan harga segitu bagus,4,False
kirim cepat barang sesuai pesan,5,True
good stuff recommended,5,True
barang lom coba bagus mantap,5,True
barang dtg cepat berkualiras jual respon trims,5,True
barang terima dgn sgb fungsi,4,False
barang bagus kokoh,5,True
bagus barang kokoh,5,True
barang sesuai pesan mantab,5,True
brh sdh sampe trims,5,True
kirim cepat kenas,4,False
good response recomended seller barang bagus,3,False
barang sesuai pesan berfungsing thanks,4,False
counter tukang jok kuli bangun tukang cilok tukang sate driver grab supir dll wajib beli mudah,5,True
barang muas,5,True
barang terima kirim sesuai jadwal mantap jempoool,4,False
goood,5,True
trimakasih barang top,5,True
masang jok pake,2,False
staples sdh tks,4,False
produk sesuai foto terima kasih,5,True
good proses cepat,5,True
respon cepat kirim super cepat barang sesuai mantap,5,True
barang bagus respon cepat,5,True
coba kualitas oke sesuai deskripsi terima kasih,5,True
baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,5,True
responnya cepet barang coba fungsi,5,True
cepat mantab makasih,5,True
cepat kirim,5,True
mantep barang bagus thanks,4,False
seller oke packing oke barang fungsi jne busuk kardus smp basah hujan kurir kamprett,5,True
respon cepat barang sesuai poto fungsi normal,5,True
barang bagus terima kasih,5,True
cepat barang persis contoh,5,True
barang oke sip recommended seller,5,True
barang sesuai pesan,5,True
thanks recomended,5,True
thanks barang sdh sampe straplesnya udh patah2 rejectn sprtinya moga manfaat moga mkin laris lapak makasih,5,True
barang bagus sesuai gambar sesuai harga trims,5,True
okey makasih barang darat,5,True
bagussssss,4,False
barangx sdh packing barangx bgs bngt mksh,5,True
staples sdh coba fungsi terima kasih seller,5,True
barang fungsi,5,True
respon seller kirim cepet banget packing rapi kualitas barang murah fungsi recommended terima kasih,4,False
paket sesuai pesan gosend bagus cepat terima kasih,5,True
terimakasih barang sampe kirim cepat kemas rapih tks,4,False
oke top markotop proses cepat malam bayar siang,5,True
terima kasih layan barang bagus pasang klem kabel biar cepat brad nail f15 salam sukses,5,True
samapi makasih juragan,4,False
sesuai bagus terima kasih sukses,5,True
barang sesuai kirim ckp cepat mksh,5,True
barang sesuai deskripsi jual responsif kirim cepat akurat terima kasih,5,True
sesuai deskripsi terima kasih,5,True
respon proses order cepat barang sesuai gambar pengunaan fungsi,5,True
brg sdh coba sdh,3,False
trims,4,False
barang oke sesuai fungsi dgn bagus moga awet thx,5,True
lumayannnnnnnnnnnnnnnnnnnnnnnnnn,5,True
sesuai pesan mantappppppppppppplllllllpppp,5,True
terimakasih paket good saller recoment,5,True
bagus barang sesuai deskripsi seller top thank you,5,True
paket terima terima kasih,4,False
thaks,4,False
barang terima respon jual cepat kirim cepat barang bagus,5,True
barang sampe blum mudah2an bagus,4,False
cepet bgt proses pngirimannya,5,True
barang trims,5,True
brg bagus agan krm barang dpt staples gr2 pabrik msh segel staples lngsng komplain lwt tokopedia agan lngsng mnt krm brg krm sesuai ongkir bulak tanggung agan thx bgtt bnr2 recomended seller,5,True
paket selamat barang bagus dapet,5,True
selamat fast response thks,5,True
thank you proses kirim cepat,5,True
makasih responnya cepat kemarin sore pesan siang barang tks,4,False
produk bagus bosque,5,True
kirim cepat produk lumayan,5,True
mantap,5,True
alus uyy geus nepi deui nuhun mudah2an awet,5,True
sipppppp thank,5,True
kirim terima kasih sukses,4,False
respon cepat barang sesuai gambar jam sampe makasih,5,True
barang bagis sesuai skripsi,4,False
mantap sesuai iklan,5,True
ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,5,True
mantap fast respon harga sahabat,5,True
terimakasih barang,5,True
barang bagus kadang staples bagus,3,False
mantap sesuai pesan moga awet,4,False
staples,4,False
fast respon material bagus smoga awet,5,True
terimakasih barang sesuai pesan layan respon cepat,5,True
barangbsudah yujuan cepat parking bagus,4,False
ooooooooooooooookkkkkkkk,4,False
bagus sesuai pesan fungsi,5,True
tooooooooooooooooooop bgt,4,False
terimakasih barang sdh terima sesuai pesan,4,False
packing respon cepat barang sesuai deskripsi recsel,5,True
ltc lindeteves lbh online dpt bebasongkir efisien belanja recommended seller,4,False
terima sesuai deskripsi barang bagus,5,True
udh lbh beli kecewa bli fast respon kirim cepet rapi recomended bgt,5,True
terima kasih barang gannn,4,False
barang bagus cepat recommended,5,True
puas belanja toko,5,True
barang selamat,5,True
barang sesuai respon cepat jempol dehhh,4,False
puas layan toko tokopedia top seller,5,True
respon cepat paket cepat,5,True
barang sdh fast respons,5,True
recomended seller bossss,5,True
barang okey kirim cepat mantapppp makasih yah,5,True
barang terima kasih,5,True
cocok sesuai gambar deskripsi,5,True
barang sesuai pesan mksh,5,True
belanja muas respon cepat recommended seller,5,True
stlh trf lsg kirim wahana pake wahana serang recommended,5,True
packing rapi sellernya ramah produk bagusmakasih,5,True
cpt bgt pake wahana sampe 24jam serang goodd,5,True
produk sesuai etalase gambar kirim cepat respon pokok sukses tingkat layan,5,True
nyoba bagus sukses jual,5,True
cepat,5,True
mantap sesuai pesan mantap thanks,5,True
sesuai pesan,5,True
thxs barang sdh dgn,4,False
mantap,5,True
thanks boss moga manfaat,5,True
joooooooooooooooooooooooosss,5,True
barang thanks for seller,5,True
barang nyampk sore konfirmasi pulang,5,True
oke terimah barang bagus mantaaap,5,True
good quality suwun sukses slalu,5,True
respon cepat toko order mantap,5,True
barang sesuai deskrepsi bagus,4,False
produk sesuai foto uji coba hasil muas,5,True
siiiiiiiiiippppppppppp,4,False
terima sesuai pesan,4,False
produk sesuai deskripsi respon cepat checkout kirim recomended seller moga sukses,5,True
barang selamat,4,False
barang respon seller responsif,4,False
brg sdh packing rapi,4,False
bagus mantab berat,5,True
terima kasih,5,True
barang mantap bro,4,False
respon super cepet jam mnt barang sdh,5,True
barang terima sesuai gambar cepat respon jual chat cepat balas packing rapi,5,True
barang sesuai deskripsi,4,False
kirim lumayan cepat pasang paku beli 8rb atur biar tipa jepret paku,4,False
barang darat makasih,4,False
barang sesuai pesan bagus,5,True
barang telat terima coba moga bagus barang,4,False
kirim kemarin hambat,3,False
packing rapih beranta moga kualitas,4,False
barang sesuai deskripsi,5,True
barang sesuai bagus murah mantapp,5,True
mantap,5,True
susuai pesansan,5,True
sesuai iklan produk kualitas paking kirim cepat,5,True
terima kasih barang sesuai pesan packing rapih,5,True
biar bintang bicara,5,True
tanks bos barang sesuai harap,5,True
cukuppppppppppppppp,3,False
terima barang tks,5,True
trim barang,5,True
oke,4,False
barang sesuai ekspektasi,5,True
barang sesuai pesan respon layan cepat,5,True
topp pesan sesuai,5,True
barang sdh,5,True
yoiyoiyoiyoiyoiyoiyoyiyoi,5,True
terima kasih barang sesuai pesan,5,True
bagusssss barangnyaaaaa rekomended reseller,4,False
barang sesuai deskripsi kondisi thank,5,True
terima kasih barang sesuai pesan packing rapih,5,True
sip,5,True
t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,5,True
tqqqqqqq stepless merk krisbow,5,True
paket terima tks,5,True
barang pesan trima kasi,5,True
makasih,5,True
thanx barang terima,5,True
bagus kirim cepat terima kasih,5,True
siiiiiiiiiiiiiiiippp laahh,5,True
kirim cepat barang dikirm mantep,5,True
ssuiiiiippp barang josss,5,True
barangxa oke paking rapih,5,True
sesuai harga,5,True
brg terima thanks,5,True
wokeeee kirim cepat packing siip gojek konco dewe bos hehehehe,5,True
barang sdh sesuai dgn deskripsi terima sdh tdk utuh tdk sdh larena packingnya moga tingkat,3,False
barang sdh thx,4,False
beli mollar pakai,4,False
bagus sesuai dgn deskripsi,5,True
barang bagus sesuai deskripsi,5,True
sesuai order moga cocok staplesnys,5,True
yerima kasih,5,True
barang pungsi mantap pokok,5,True
barang sesuai pesan,5,True
barang sesuai pesan kirim cepat,5,True
terimakasih barang sampe barang sesuai best toko,5,True
biar bintang nilai,5,True
makasih makasih makasih makasih,5,True
good fast respon thx,5,True
terimakasiihh cobak,4,False
,5,True
mantap produk sesuai ekpektasi,5,True
mantaaaap fast fungsi sesuai etalase deskripsi rekomendasi beli,5,True
sip,5,True
barang sesuai pesan selamat,5,True
barang bagus selamat maksh,5,True
respon cepat kirim cepat barang coba bagus,5,True
barang sesuai pesan steples tdk deskripsi,4,False
sesuai dgn deskripsi bagus cepat packaging rapih,5,True
barang bagus sesuai pesan,4,False
stapler tembak bagus fungsi harga mantabs moga awet kirim cepat terima kasih,5,True
barang bagus muas,5,True
barang terima,5,True
barang oke kirim super cepat,5,True
mantul,5,True
barang sdh terima packaging rapi fungsi dgn thx,5,True
barang bagus kirim telat,5,True
terima kasih barang darat,5,True
barang sesuai pict pesan pagi bsk,5,True
gooodddd fungsi,4,False
barang sesuai dgn pesan,5,True
barang oke sesuai iklan order thx,4,False
top recomended seller,5,True
barang sdh okesiip,5,True
barang packing rapih terimakasih,4,False
respon cepat produk kualitas recommended,5,True
mantap respon cepat tks,5,True
puas order lgsg proses cepat kirim,5,True
sesuai gambar deskripsi moga tahan,5,True
barang sesuai ulas mantap,4,False
mantaaappp recomend banget,5,True
respon cpt kirim cepet,4,False
super respon kirim super cepat coba moga produk,5,True
mantapssss,5,True
mantap makasih gannn,5,True
respon mantap barang manfaat,5,True
mantab,5,True
barang sesuai,5,True
terbaiklaaaaaaaaaaaaaaah,5,True
terima kasih barang fungsi,5,True
kirim makasih,5,True
sesuai gambar terima kasih,5,True
kirim cepat barang sesuai deskripsi thanks,5,True
bagus hentakan kenceng,5,True
kirim cepat layan mantap toko top,5,True
barang qulitas bahan tebal cacat recommended,5,True
produk coba jalan moga awet,5,True
produk original kualitas fungsi,5,True
barang sesuai spesifikasi thanks,5,True
barang sesuai pesan,5,True
barang sesuai deskripsi kirim cepat,5,True
barang sesuai pesan blm coba kirim cepat,4,False
sip,5,True
mkasih,5,True
sesuai harap bagus mantap cuy,5,True
fast respond kualitas,5,True
bagus layan cepat,5,True
kwalitas sdh coba mudah pemakainx thanks,5,True
barang terima cepat kondisi barang lengkap thanks,4,False
thanks good job next order,5,True
barang mantap mureeee,5,True
bos klu beli ready,5,True
barang tes,4,False
brg dateng respon cepet kemas rapih coba moga2 awet,5,True
barang pesan kirim cepat blm periksa krn rumah terima kasih,4,False
brng sesuai postingan bagus,4,False
sip barang sesuai dgn deskripsi,5,True
bagusss,5,True
respon cepat recomended seller sukses,5,True
diterimaaaaaaaaaaaaa,4,False
pking barang agk lmbat pngirnnya,5,True
barang oke tes nembaknya kencang mantap,5,True
pesan sgt cepat bom coba barang bagus kokoh harga murah,5,True
barang coba hasil bagus moga awet,5,True
barang sesuai pesan,4,False
kirim cepat packing rapi,4,False
barang sesuai deskripsi tes recommended seller sukses mksh,5,True
barans sesuai pesan,5,True
respon cepat produk sesuai deskripsi packing rapi,5,True
terimakasih kirim cepat barang sesuai,5,True
biar bintang bicara,5,True
mudah2an staples fungsi maksimal trims,4,False
terimakasih barang,4,False
ukur tulis product 14mm fakta 8mm,3,False
mantaapp goodjobs,5,True
staples tembak fungsi barusan staples sofa hasil bagus rapi thank you,5,True
good product buy pls,4,False
barang terima proses kirim cepat kualitas barang murah,5,True
spek sesuwai dgn iklan respon cepat repeat order lancar teruss mantab,5,True
barang bagus coba ekspedisi wahana baek ovel all goodjob,5,True
barang sesuai deskripsi gambar smoga awet,5,True
pesan homaster kenmaster kirim staples kirim cocok staples parrahnya jual kota nyesel beli sinu,3,False
barang sampe fungsi telat sampe tks,5,True
mantap barang bagus sesuai harap,5,True
bagus goooooodddddddd,5,True
maaf ngasih ulas barang sdh terima dipake benda keras nancap oklah,3,False
packing rapi kuat bagus barang sesuai coba hasil bagus recomended sklii top,5,True
thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,4,False
barang terima sesuai pesan,4,False
terima kasih kirim barang cepat kondisi bagus lengkap terima kasih cahayabelawa,5,True
layan oke packingnya oke barang oke banget mksh boss,5,True
barang selamat,4,False
mantapppppppppppppppppppp,5,True
sesuai pesan kasih,5,True
steples tembak bagus recomended,5,True
makasih barang sesuai gambar,5,True
barang bagus cepat,5,True
manfaat terimakasih,5,True
sippp,5,True
fungsi sukses,5,True
barang sya trima dgn slamat trims,5,True
cakeepp,5,True
sesuai pesan xxxxxxx,5,True
barang mantapp,5,True
baranh terima sukses lapak,4,False
kirim cepat produk terima kasih,5,True
barang terima terima kasih,5,True
sesuai pesan layan muas,5,True
suuuuuuiiiiiiiiiiiiiippppppppppp,5,True
barang fast respond trus barang sesuai deskripsi pokok mantap,4,False
mantab recomended,5,True
barang sesuai deksripsi foto,5,True
barang bagus kuat sesuai harap,5,True
barang bagus sesuai deskripsi kirim cepat packing rapih mantapp dehhh bintang agan,5,True
makasih barang,5,True
bagus sesuai harap,4,False
kualitas mantap harga murah kirim cepat terimakasih,5,True
brg sampe sesuai pesan bonus mksh,5,True
barang respon seller cepat coba berfungai terima kasih sukses jual,5,True
barang terima,4,False
makasih brg sampe,5,True
barang sesuai dgn pesan recommended thx tokopedia cahaya sukses,5,True
tembak mantap cek jual ulang staples biar sesuai tembak agan kirim ulang sesuai tembak staples,3,False
barang response cepat,5,True
barang sesuai iklan respons jual cepat bravo,5,True
terima sip sesuai deskripsi,5,True
terimakasih barang sdh terima,4,False
